h r t rank freq norm_F
5567 84 58 1 9739 1.2333069
5567 164 349 1 116 0.90909445
5567 168 36 0 5545 1.5780802
5567 566 891 352 86 0.9151899
5568 13 1218 9 107 0.9670589
5568 37 760 2 777 1.2289217
5568 37 5894 3 82 0.82833874
5568 80 2650 11 49 0.7363426
5569 13 153 9 46 0.86499405
5569 13 541 32 224 0.9763314
5569 13 5243 5 71 0.88559836
5569 13 5826 18 112 0.9368639
5569 30 230 0 4525 1.9534371
5569 61 2287 1 85 0.85596186
5570 77 351 110 82 0.77981144
5570 77 2306 171 55 0.73658305
5570 77 9173 108 108 0.9360713
5570 77 9562 210 66 0.7739269
5570 431 3521 62 389 0.82984126
5571 23 278 7 1225 1.030693
5571 23 657 3 1581 1.1530162
5571 29 58 0 9739 1.2333069
5571 40 418 2521 85 0.8805331
5571 40 1692 648 33 0.9528744
5571 40 3181 137 137 0.95440835
5571 40 4468 76 77 0.9528064
5571 40 6301 157 92 1.0328803
5571 40 6696 90 54 0.9558293
5571 40 6789 34 116 0.98746526
5571 40 7033 61 70 0.810204
5571 40 10655 129 37 0.79424673
5571 41 2410 0 141 1.1645933
5571 103 375 0 1338 1.0026985
5571 144 7152 1 97 0.7631745
5571 202 251 38 2924 0.9742783
5571 202 5032 1 220 0.7512362
5571 202 6148 9 98 0.85996157
5571 202 9420 59 37 0.7760568
5571 222 474 1 154 0.7252182
5571 362 138 0 6409 1.2119753
5572 25 1180 7 428 0.80299425
5572 40 1813 12 85 0.9175783
5572 40 2769 2833 53 0.88379836
5572 202 3693 19 53 0.6892658
5572 510 1846 1 137 0.8060972
5572 510 3557 0 122 0.7458784
5573 3 9444 3 92 0.91655195
5573 13 5361 2 71 0.84836847
5573 22 312 1 410 0.8701023
5573 22 1485 2 841 1.0425301
5573 30 8678 5 162 1.1007851
5573 165 5520 7 98 0.85099965
5573 469 8838 1 163 0.9097347
5574 10 4734 0 91 1.2024615
5574 53 97 4 48 0.8346035
5574 210 12087 6 30 0.63301843
5574 329 10563 66 9 0.70628685
5574 329 12628 84 49 0.6765729
5575 30 5628 7 16 0.67955965
5575 349 2028 74 1039 1.1372966
5576 7 9763 353 21 0.8517572
5576 7 11944 646 53 0.93332624
5576 10 918 4 318 1.418857
5576 46 779 3 1616 1.2022377
5576 53 745 1 684 1.0053083
5576 53 4787 0 174 1.0157342
5578 23 1043 3 1310 0.9974213
5579 16 1378 13 252 1.0324513
5579 16 1972 10 249 0.96332973
5579 26 1414 31 163 1.0090585
5579 26 2485 42 63 0.9502177
5579 26 3213 10 50 0.94163364
5579 26 4460 6 99 0.9893785
5579 26 4613 7 129 0.92205775
5579 26 8266 49 71 0.94356257
5579 26 9326 8 105 1.0219637
5579 79 350 9 61 0.8717521
5579 79 7291 40 64 0.8802539
5580 7 2249 2 249 0.96312046
5580 21 3632 1 293 0.9734173
5580 53 7006 6 28 0.855305
5580 56 138 0 6409 1.2119753
5580 209 8481 2 38 0.75194985
5580 212 5968 1 32 0.9301816
5582 10 161 5 789 1.2992547
5582 10 3060 11 417 1.176744
5582 52 794 1 559 1.4199035
5582 157 1394 0 125 0.9197035
5582 207 5904 1 76 1.0030153
5583 28 14166 0 7 0.59478205
5583 479 176 1 999 1.027247
5584 13 4033 5 160 0.9379879
5585 13 1211 8 86 0.94810504
5585 13 2029 24 135 0.9727869
5585 13 5557 7 118 0.89678913
5585 13 9920 2 53 0.851303
5585 84 58 0 9739 1.2333069
5585 128 2370 0 222 1.0152131
5585 203 40 0 131 1.0729518
5586 71 4964 7 302 0.94414836
5586 71 7901 238 26 0.6892775
5586 84 58 0 9739 1.2333069
5586 456 1247 10 57 0.7578979
5587 310 138 0 6409 1.2119753
5589 44 1095 2 1265 1.438653
5590 10 1003 14 624 1.2520571
5591 64 5590 5 66 0.9263509
5591 78 1953 0 58 1.26127
5592 64 1470 12 90 0.9349721
5592 64 1779 6 150 1.0746545
5592 128 5593 0 107 1.0087298
5592 140 6765 0 172 0.9987142
5592 144 2170 6 95 0.9219516
5592 161 9960 5 49 0.9584652
5593 10 419 13 714 1.3417675
5593 10 1518 15 639 1.3847115
5593 52 1271 6 878 1.3774861
5593 52 1670 1 351 1.0993232
5593 52 7753 3 69 1.0032725
5593 53 4771 27 120 0.9659915
5593 209 657 0 1581 1.1530162
5593 328 1477 0 98 1.0147388
5594 43 101 0 7235 1.6636782
5594 51 5314 3 20 0.6178902
5595 52 1094 2 890 1.496468
5595 52 12200 14 9 0.71830523
5596 30 651 7 1223 1.5969965
5596 37 7402 3 22 0.73627925
5596 164 4785 16 63 0.93804574
5597 202 1294 30 83 0.73831606
5597 202 10204 45 98 0.8445755
5597 374 13122 1 20 0.64956635
5597 389 3191 0 138 1.0412617
5598 25 1156 3 776 1.008784
5599 23 58 2 9739 1.2333069
5600 518 1897 2 69 0.8999395
5601 52 2347 7 284 1.306897
5601 53 12365 0 28 0.88215
5602 13 11714 1609 28 0.86909026
5602 37 1175 1 702 1.5095747
5603 0 6321 0 120 0.68381447
5603 23 5281 2 201 1.2885633
5603 41 328 1 343 0.84112513
5603 105 190 2 105 0.8823173
5603 124 506 3 382 0.7315669
5603 411 147 0 263 0.85212356
5603 608 191 1 40 0.66204095
5604 9 7614 11 55 0.90009737
5604 119 14395 2687 16 0.6355716
5604 153 10793 60 70 0.842625
5606 43 101 1 7235 1.6636782
5606 78 1953 3 58 1.26127
5606 144 2770 2 79 0.6429158
5606 481 1993 9 53 0.7191268
5606 481 11317 7 14 0.66396475
5606 507 4871 0 47 0.72355103
5607 3 7895 2 49 0.8692622
5607 71 5554 2 29 0.6822801
5608 9 6114 465 58 0.90767586
5608 13 1538 9 102 0.8449306
5608 13 1558 7 136 0.8448375
5608 13 1803 17 161 0.88533205
5608 13 5609 10 86 0.83936775
5608 13 7188 4 79 0.8254545
5608 30 230 1 4525 1.9534371
5608 164 909 0 484 1.5038769
5609 3 5857 7 67 0.77692235
5609 3 7188 1 79 0.8254545
5609 13 1803 24 161 0.88533205
5609 13 6638 20 56 0.89734644
5609 13 7188 1 79 0.8254545
5610 35 1036 7 89 0.9657844
5611 7 1905 0 233 0.9687124
5611 7 4489 19 101 0.89655644
5611 10 65 5 371 1.4357164
5611 46 567 3 1405 1.3995174
5611 48 58 0 9739 1.2333069
5611 52 4 81 2908 1.4201012
5611 313 1524 0 140 0.7919623
5611 313 3104 1 25 0.7019057
5612 30 202 6 575 1.5481902
5612 62 410 1137 19 0.65696186
5612 63 902 2 1090 0.9266572
5612 164 4062 1 80 0.775367
5613 20 118 7 563 1.0419539
5613 20 1785 16 1130 1.0359377
5613 20 1925 21 484 0.97723633
5613 20 2328 26 505 1.0008395
5613 53 455 1 164 0.9601109
5613 184 12440 2 60 0.8529516
5613 442 6818 0 50 0.7489815
5614 60 2812 12 144 0.87236726
5614 60 3828 41 161 0.88430476
5614 592 7905 8 86 0.7866483
5614 592 9252 25 64 0.88560575
5615 30 338 2 1746 1.8592455
5615 61 178 7 61 0.9525641
5615 164 7520 14 62 0.8542137
5615 203 1844 4 201 1.0913984
5615 221 1844 22 201 1.0913984
5616 193 2493 32 111 0.6869775
5616 193 4037 2 65 0.6176394
5616 193 5020 42 60 0.58745295
5616 193 9378 11 63 0.6216106
5616 193 10701 5 66 0.64515364
5616 193 11050 20 57 0.6522609
5616 261 1921 23 55 0.6327872
5616 261 4037 25 65 0.6176394
5616 261 8107 29 52 0.5897004
5616 332 2666 18 57 0.62821364
5616 332 3724 6 50 0.62522316
5616 332 5020 45 60 0.58745295
5616 332 5776 8 67 0.6496703
5616 409 1921 27 55 0.6327872
5616 409 3724 5 50 0.62522316
5616 409 6971 36 56 0.6605191
5616 409 8107 32 52 0.5897004
5616 526 6748 11 67 0.73879516
5616 725 4940 12 66 0.791913
5616 1006 2665 12 74 0.75501204
5616 1006 7655 2 59 0.78571284
5616 1006 11356 20 68 0.785
5616 1116 2665 17 74 0.75501204
5617 23 9743 4 33 0.6349112
5618 27 968 15 140 1.0147283
5618 205 9933 9 117 1.0691644
5619 24 5887 0 58 0.80670345
5619 30 1333 1 159 1.3164855
5620 10 3443 12 469 1.243943
5620 44 4 0 2908 1.4201012
5621 37 4828 6 107 0.70340776
5621 37 6390 14 46 0.6814524
5622 240 240 0 3933 1.1217115
5623 48 443 6 918 0.9600979
5623 48 3341 34 348 0.9632359
5623 52 1670 11 351 1.0993232
5624 2 5623 0 69 1.0294325
5624 426 3709 1 15 0.6045821
5625 169 697 0 715 0.9503465
5626 15 902 6 1090 0.9266572
5626 15 2102 73 652 1.0114859
5626 15 2539 13 807 0.9567228
5626 136 4774 92 154 0.8849512
5627 4 9 0 3754 1.0777658
5629 118 1924 16 143 0.66052717
5629 118 5119 30 80 0.6233495
5629 118 6747 24 216 0.73563415
5629 135 395 9 128 0.6305274
5629 135 618 3 354 0.7149347
5629 135 1539 28 98 0.65117615
5629 135 6747 23 216 0.73563415
5629 247 247 27 809 1.0898685
5629 247 1925 14 484 0.97723633
5629 247 2146 4 339 0.9172926
5629 247 4919 70 102 0.7442822
5629 247 6420 127 94 0.8816395
5629 247 8478 58 88 0.7979087
5629 270 58 13 9739 1.2333069
5629 270 1732 16 791 0.93860066
5629 270 2603 50 249 0.8466347
5629 393 1039 15 124 0.62173086
5629 393 1144 2 257 0.6850132
5629 393 3524 14 153 0.6331419
5629 393 6546 20 183 0.6625847
5630 3 12393 1 37 0.854031
5630 13 6292 2 104 0.91095746
5630 37 7797 0 59 1.1019559
5630 80 848 1 181 1.0582516
5630 355 9003 0 71 0.877285
5631 9 252 2 59 0.98667973
5632 127 474 0 154 0.7252182
5632 389 9280 0 111 0.7289969
5634 13 6434 9 63 0.92252636
5634 80 4542 2 250 1.0618081
5634 164 1252 4 310 1.5515022
5635 3 6231 14 73 0.9200933
5635 9 557 0 54 0.85253537
5635 13 2496 6 71 0.8711764
5635 30 230 7 4525 1.9534371
5636 7 155 166 265 0.9202306
5636 20 58 0 9739 1.2333069
5636 46 1618 4 654 1.5541797
5636 184 269 0 725 0.98403615
5636 227 4929 6 168 0.918267
5636 544 3288 89 82 1.0216646
5637 28 2787 5 189 0.8499728
5637 81 240 0 3933 1.1217115
5637 101 5637 0 68 0.85608715
5637 114 1140 178 157 0.98308253
5637 114 2769 19 53 0.88379836
5637 114 9306 10 55 0.89024556
5637 114 10393 4288 24 0.90814877
5637 160 2772 4 128 1.0568768
5637 217 9056 1 50 0.71742374
5637 233 240 0 3933 1.1217115
5637 296 240 0 3933 1.1217115
5638 50 3220 0 53 0.9092307
5638 157 5449 0 55 0.91836435
5639 22 13436 238 6 0.6009115
5639 37 4913 1 73 0.88205343
5640 7 7507 20 55 0.9094393
5640 7 8279 10 67 1.0455041
5640 7 9149 6 45 0.8771533
5640 46 225 1 786 1.2763568
5640 550 6307 66 39 0.83473927
5641 23 1990 54 20 1.039206
5641 83 138 0 6409 1.2119753
5641 97 2861 4 328 0.88345015
5641 297 14515 1 9 0.5822597
5641 411 147 1 263 0.85212356
5642 9 6258 5 97 0.9801276
5642 30 230 6 4525 1.9534371
5642 37 6348 3 132 0.996351
5643 10 1814 133 341 1.2758604
5643 19 7396 2 47 0.9668818
5643 20 546 17 577 0.9640059
5643 20 803 42 231 0.8974184
5643 20 2778 50 256 0.8425657
5643 44 129 2 925 1.5548675
5643 46 779 4 1616 1.2022377
5643 53 7717 381 55 1.0112873
5643 157 8936 0 65 0.9174964
5644 296 240 1 3933 1.1217115
5645 28 5572 3 104 0.8663285
5645 217 10906 1 22 0.6388425
5646 7 428 555 122 0.9200684
5647 9 8453 457 76 1.0041385
5647 37 2303 0 364 1.5041811
5647 37 5058 29 192 1.1119545
5647 246 96 15 96 0.8757292
5649 192 5648 0 8 0.62134206
5649 716 3783 1949 89 0.99401754
5650 267 58 1 9739 1.2333069
5651 9 4152 10 38 0.89708906
5651 9 5848 4 67 0.93866503
5651 84 443 2 918 0.9600979
5651 168 2731 1 639 1.6463255
5652 7 5797 27 47 0.86862844
5652 17 35 1 1486 1.0222744
5652 20 761 6 515 0.9845485
5652 20 1304 12 583 0.9375756
5652 52 179 3 275 1.1963328
5652 53 6409 1 53 0.853876
5652 56 138 1 6409 1.2119753
5652 184 135 1 226 1.0323642
5653 24 1241 0 47 0.96871847
5653 30 651 3 1223 1.5969965
5653 168 36 0 5545 1.5780802
5654 7 10024 27 30 0.93723285
5654 19 6528 2 192 0.913197
5654 46 779 6 1616 1.2022377
5654 52 1095 12 1265 1.438653
5654 53 6528 1 192 0.913197
5654 766 138 0 6409 1.2119753
5655 7 11970 1 15 0.6977569
5655 7 13390 6 32 0.7575171
5655 17 35 0 1486 1.0222744
5655 184 9267 0 27 0.7357209
5655 605 11377 11 31 0.75910795
5656 8 17 0 3807 1.0094366
5656 344 9848 1 77 0.71400267
5657 22 831 4 209 0.8453714
5657 22 12983 8 14 0.67221355
5657 30 2226 15 542 1.3650888
5657 63 3564 23 207 0.86114967
5658 7 4124 7 14 0.7459311
5658 10 760 7 777 1.2289217
5658 48 58 1 9739 1.2333069
5658 48 635 0 2696 1.1500467
5658 169 697 1 715 0.9503465
5658 184 697 0 715 0.9503465
5660 38 1691 87 155 0.89305985
5660 38 3214 89 98 0.8979337
5660 38 3565 14 122 0.943664
5660 38 4625 103 70 1.0162896
5660 38 4936 109 66 0.9188977
5660 38 6895 96 33 0.916842
5660 38 9363 76 61 0.92000246
5660 38 9797 74 69 0.87207144
5660 38 9799 97 90 0.9535888
5661 9 937 89 140 1.0549508
5661 37 82 3 511 1.3817897
5661 37 701 0 926 1.4485118
5661 164 3586 0 159 1.1396669
5663 20 278 18 1225 1.030693
5663 20 635 4 2696 1.1500467
5663 20 1358 2 504 1.0307902
5663 766 138 3 6409 1.2119753
5664 37 760 3 777 1.2289217
5664 61 2287 1 85 0.85596186
5664 84 58 4 9739 1.2333069
5665 10 628 6 214 1.3684151
5665 20 546 23 577 0.9640059
5665 20 1358 26 504 1.0307902
5665 43 101 0 7235 1.6636782
5665 46 225 3 786 1.2763568
5665 46 1181 7 1315 1.3712451
5665 52 8522 5 37 0.8126047
5665 418 6940 0 42 0.85240316
5665 427 954 0 62 0.780874
5666 138 9 3 3754 1.0777658
5666 171 174 0 3111 1.0695355
5667 23 118 1 563 1.0419539
5667 105 14169 11 8 0.67793316
5668 25 1466 4 523 0.971984
5668 202 3521 0 389 0.82984126
5669 30 1788 2 50 0.7937664
5669 39 6445 10 105 0.7611462
5669 73 214 0 3018 1.4734644
5669 390 3817 27 211 0.814791
5670 3 2756 1 49 0.8924008
5670 3 3980 6 50 0.91582465
5670 9 11577 15 58 1.0931121
5670 13 4415 5 102 0.91297984
5670 13 6561 9 119 0.9273172
5670 37 621 11 351 1.3367584
5670 37 1189 33 165 1.2112732
5670 42 239 104 111 0.8738211
5670 119 657 8 1581 1.1530162
5670 119 12195 101 22 0.7906113
5671 4 9 1 3754 1.0777658
5671 171 9 2 3754 1.0777658
5671 171 174 3 3111 1.0695355
5672 3 5568 15 81 0.91978395
5672 3 7394 16 132 0.9797813
5672 13 123 65 234 0.9795234
5672 13 3294 11 241 0.941133
5672 75 2042 9 149 0.920387
5672 168 2731 0 639 1.6463255
5672 358 462 15 193 0.9468375
5673 28 5674 2 31 0.7175953
5673 55 138 0 6409 1.2119753
5673 240 240 0 3933 1.1217115
5673 296 240 0 3933 1.1217115
5674 28 3054 96 47 0.78617406
5674 446 49 7 642 0.99630487
5675 171 174 3 3111 1.0695355
5676 9 2651 2 48 0.8658628
5676 30 230 0 4525 1.9534371
5676 61 3379 2 53 0.9241215
5676 164 429 0 222 1.0892129
5677 9 6308 22 145 0.99991995
5677 30 6139 7 39 0.8685736
5677 37 1575 6 274 1.1080143
5677 80 3649 9 77 0.9434638
5677 168 2731 1 639 1.6463255
5679 61 1080 0 78 0.8915595
5680 23 2574 4 43 0.7262383
5681 52 179 2 275 1.1963328
5681 53 4443 2 197 0.97360355
5682 71 12963 3 25 0.7912063
5682 168 36 0 5545 1.5780802
5682 366 7629 5 69 0.7760592
5682 424 1323 1 43 0.8263439
5682 568 7445 7 77 1.0397894
5683 22 7653 13 20 0.6060522
5683 164 3179 1 43 0.8121431
5684 26 8235 16 54 0.8829793
5684 79 7891 14 59 0.9001685
5684 415 3503 0 198 0.89580005
5685 3 8302 1 40 0.8480288
5685 37 2709 6 213 1.0655774
5685 84 58 0 9739 1.2333069
5685 155 5590 1148 66 0.9263509
5686 9 2733 1 38 0.9367085
5686 9 11702 7 65 0.9010717
5686 13 7177 10 34 0.89591086
5687 40 8322 0 44 0.9141901
5688 137 5687 7 35 0.7691314
5689 44 2148 3 186 0.8997559
5690 13 4402 4 74 0.83800477
5690 37 3959 1 85 0.9818193
5690 80 7311 2 70 0.8392174
5691 84 58 0 9739 1.2333069
5691 566 247 90 809 1.0898685
5692 7 9379 0 81 0.9663335
5692 10 161 8 789 1.2992547
5692 17 35 1 1486 1.0222744
5692 20 176 13 999 1.027247
5692 20 657 58 1581 1.1530162
5692 20 2028 107 1039 1.1372966
5692 20 3123 6 656 0.96672934
5692 48 58 0 9739 1.2333069
5692 52 4 15 2908 1.4201012
5692 313 4280 1 193 1.0083169
5693 114 5573 4 75 0.8999349
5693 217 7233 1 17 0.6445482
5694 10 300 2 280 1.3728584
5694 43 101 0 7235 1.6636782
5694 46 107 4 1606 1.3561887
5694 46 779 8 1616 1.2022377
5694 169 2450 0 100 0.9892934
5694 184 269 2 725 0.98403615
5696 46 107 4 1606 1.3561887
5697 22 1485 3 841 1.0425301
5697 24 1474 0 670 1.298265
5697 37 1735 6 339 1.1288824
5697 43 403 1 4670 2.2411892
5697 67 211 2 1993 0.9243597
5698 114 12317 2 39 0.89593625
5698 160 10126 37 75 0.99115777
5700 10 3461 6 160 1.2817378
5700 17 35 0 1486 1.0222744
5700 52 253 18 1217 1.4693379
5700 52 1095 23 1265 1.438653
5700 227 7251 1 112 0.9573336
5700 328 3474 1568 17 0.8110722
5701 71 8830 0 86 1.0447946
5702 3 4763 4 52 0.7882037
5702 3 5690 10 65 0.80968356
5702 3 5701 7 61 0.8093891
5702 13 10961 5 81 0.8586996
5702 80 4426 2 73 0.8805457
5702 80 7311 1 70 0.8392174
5702 167 945 1 195 1.0069519
5703 38 3329 128 103 0.9856196
5703 38 6895 49 33 0.916842
5703 38 8803 8 52 0.8961216
5703 38 12437 100 34 0.8681104
5703 410 7812 7 17 0.69868624
5704 38 2513 4 69 0.78874546
5704 38 3329 10 103 0.9856196
5704 38 4625 5 70 1.0162896
5704 92 831 10 209 0.8453714
5704 92 13681 3 10 0.59832764
5705 3 1067 3 86 0.9101548
5705 3 2797 5 428 0.91199744
5705 3 4924 4 74 0.8856373
5705 355 5706 4 115 0.8467395
5706 19 2797 9 428 0.91199744
5706 44 2148 1 186 0.8997559
5706 172 11413 4 39 0.90048885
5706 210 4 0 2908 1.4201012
5706 921 344 4 292 0.76468134
5707 9 1567 6 45 0.9243289
5707 9 2978 10 89 0.93364114
5707 13 7860 8 45 0.9522727
5707 37 463 9 365 1.5026621
5707 37 701 14 926 1.4485118
5707 84 58 0 9739 1.2333069
5708 10 818 16 302 1.1782025
5708 20 111 15 511 0.9457005
5708 20 118 5 563 1.0419539
5708 20 2254 42 350 0.8902668
5708 20 3477 41 193 0.89645827
5708 43 101 0 7235 1.6636782
5708 53 6789 0 116 0.98746526
5708 56 138 0 6409 1.2119753
5709 20 118 9 563 1.0419539
5709 20 1785 16 1130 1.0359377
5709 20 4685 73 82 0.79948986
5710 3 3735 18 92 0.99489367
5710 3 4489 12 101 0.89655644
5710 3 8385 4 149 0.9457873
5710 13 156 2 70 0.91227734
5710 13 4787 6 174 1.0157342
5710 30 230 1 4525 1.9534371
5710 142 1205 27 42 0.92903125
5710 164 1367 1 277 1.2883322
5711 119 657 0 1581 1.1530162
5712 13 11794 14 80 0.9306458
5712 37 386 6 323 1.4124115
5712 71 12431 1 38 0.7447641
5712 73 214 0 3018 1.4734644
5712 164 65 3 371 1.4357164
5712 168 36 0 5545 1.5780802
5713 3 3243 7 153 0.9440017
5713 22 3268 2 345 1.0404646
5713 37 1373 4 122 0.8740295
5713 37 5092 2 101 0.8243589
5713 75 8233 17 65 0.95706785
5713 349 3296 0 180 0.84974265
5714 92 4273 1 287 0.8962054
5715 9 2487 2 106 1.0522445
5715 13 9224 24 74 0.94087726
5715 42 2028 0 1039 1.1372966
5715 61 3928 2 127 1.1143432
5715 232 6897 7 65 0.9853879
5715 246 1455 9 125 0.8639198
5717 278 635 0 2696 1.1500467
5718 3 5958 1 69 0.9496536
5718 42 377 0 170 1.0461075
5719 138 9 3 3754 1.0777658
5719 138 17 1 3807 1.0094366
5719 171 9 3 3754 1.0777658
5720 22 1485 7 841 1.0425301
5720 22 3535 21 32 0.6264056
5720 22 14266 15 5 0.5856879
5720 30 99 3 583 1.4319717
5720 30 1104 0 1186 1.4651741
5720 43 403 1 4670 2.2411892
5720 63 653 3 1122 0.9339195
5720 67 815 13 160 0.8327686
5720 67 4927 10 96 0.83793
5720 67 6671 12 208 0.78738475
5720 73 214 0 3018 1.4734644
5720 155 2527 51 110 1.0435406
5720 165 5520 11 98 0.85099965
5720 399 5766 3 122 0.84904855
5720 399 7360 63 46 0.87959176
5721 9 2799 2 84 1.014028
5721 9 8739 13 74 0.9171364
5721 13 462 17 193 0.9468375
5721 61 6144 2 182 1.0234126
5721 71 3610 0 108 0.9944826
5721 119 10757 18 51 0.7509492
5721 119 13014 254 9 0.5949353
5722 30 391 2 871 1.5931708
5722 42 11871 6 23 0.73934937
5722 71 11988 3 34 0.7184237
5722 189 393 33 61 0.5639536
5723 88 1611 14 57 0.77338725
5723 88 2259 12 18 0.7818905
5724 53 697 2 715 0.9503465
5725 221 2189 1 129 1.0206026
5726 39 10646 53 35 0.8138289
5726 73 214 0 3018 1.4734644
5726 94 6077 26 57 0.82269615
5726 94 10091 54 44 0.8186061
5727 7 11893 8 15 0.7804444
5727 276 1200 1 52 0.8650092
5727 770 6566 4 41 0.834342
5728 7 5670 7 92 0.94939303
5728 53 11794 19 80 0.9306458
5728 169 269 2 725 0.98403615
5728 226 7606 1 44 0.8742746
5729 37 1678 1 491 1.1053246
5729 84 706 2 1049 1.093441
5729 98 8365 7 77 0.96327424
5730 160 2862 8 93 0.9186132
5731 9 110 19 92 0.93470657
5731 9 11131 18 60 0.98011196
5731 13 5793 2 58 0.92364335
5731 61 2806 0 68 0.98545486
5731 168 36 0 5545 1.5780802
5731 200 251 0 2924 0.9742783
5732 42 2317 1 22 0.6642875
5732 119 2317 1 22 0.6642875
5732 557 2805 2 75 0.7290169
5733 41 24 0 326 0.7362389
5733 41 328 1 343 0.84112513
5733 41 1493 2 90 0.85942596
5733 95 9647 0 18 0.73299974
5733 97 2861 33 328 0.88345015
5733 105 4673 6 74 0.7524897
5733 110 715 5 357 1.295051
5733 419 789 0 692 0.7670322
5733 419 1053 1 317 0.6859349
5734 276 10996 1 59 0.884206
5734 398 14296 8 11 0.6563745
5735 9 7202 10 70 1.0144019
5735 37 701 4 926 1.4485118
5735 37 755 3 246 1.4030343
5735 75 1115 8 214 0.9470463
5736 22 312 5 410 0.8701023
5736 22 3445 18 16 0.6114319
5737 38 5736 3 36 0.84688365
5738 22 478 5 357 1.0185663
5738 37 6298 1 196 1.0066015
5738 119 6834 0 28 0.785191
5739 48 635 1 2696 1.1500467
5740 13 9381 2 32 0.7926804
5741 13 5679 8 46 0.9018477
5741 30 667 3 1748 1.6671951
5741 37 689 1 157 1.1608363
5741 39 11426 27 50 0.87013316
5741 94 9773 54 39 0.94266886
5741 94 12482 6 40 0.96210504
5741 200 251 0 2924 0.9742783
5741 558 3751 10 60 0.7092756
5742 94 2494 9 64 0.8950684
5742 94 10373 19 60 0.862015
5743 7 4753 31 59 0.9463365
5743 10 818 3 302 1.1782025
5743 46 779 7 1616 1.2022377
5743 227 6862 17 85 1.064205
5744 281 9942 23 20 0.5670631
5744 281 11568 26 17 0.5500958
5744 281 11676 38 15 0.5392247
5744 281 11767 33 16 0.5686322
5744 614 6740 11 73 0.57964104
5744 614 9522 0 73 0.5703068
5746 245 183 2 35 0.5739851
5746 384 11549 10 41 0.59531444
5746 680 17 1 3807 1.0094366
5747 4 10 3 3576 1.076643
5747 4 174 2 3111 1.0695355
5747 138 10 3 3576 1.076643
5747 255 1699 0 92 0.6569866
5747 344 5746 2 98 0.6849938
5747 344 9678 3 84 0.6575801
5748 278 635 2 2696 1.1500467
5749 28 9726 12 35 0.8484932
5749 28 13890 6 9 0.6317254
5749 297 13824 0 8 0.5887497
5749 299 13824 4 8 0.5887497
5749 548 251 1 2924 0.9742783
5750 24 51 0 58 0.85927516
5750 24 7806 2 151 1.0693698
5750 71 4676 11 42 0.76113695
5750 94 4695 22 63 0.7942756
5750 94 7448 25 58 0.7861142
5750 94 9556 33 67 0.7542981
5750 94 10208 9 43 0.8542416
5750 591 7290 2 27 0.63439554
5751 23 3788 2 328 0.9645837
5751 154 3262 1 209 0.9328977
5751 250 4848 4 14 0.5938078
5751 362 138 0 6409 1.2119753
5752 419 494 2 308 0.6752944
5752 720 138 0 6409 1.2119753
5753 52 2627 3 104 0.99706036
5754 55 138 0 6409 1.2119753
5754 121 240 0 3933 1.1217115
5754 310 138 0 6409 1.2119753
5755 636 14850 4 4 0.5537819
5756 636 13646 0 13 0.5519378
5757 37 234 16 143 1.0945369
5757 37 510 17 243 1.0368776
5757 37 1890 18 443 1.2925223
5757 37 9245 13 74 0.9139826
5757 73 214 1 3018 1.4734644
5757 449 4017 0 117 0.79404134
5758 140 922 44 97 0.8823978
5758 140 1390 9 111 0.94208723
5758 140 4462 24 53 0.79537016
5758 140 5513 39 43 0.86964875
5758 140 7983 125 75 0.9348936
5758 140 11137 123 57 0.8882776
5758 140 11706 377 74 0.867994
5759 22 5179 5 175 0.92474085
5759 165 13557 9 15 0.664563
5760 7 7692 17 108 0.92836195
5760 7 8272 10 142 0.9061386
5760 46 779 3 1616 1.2022377
5760 46 1618 10 654 1.5541797
5760 134 11801 0 72 0.9239037
5760 169 269 0 725 0.98403615
5760 224 1230 0 329 1.426057
5762 22 1485 0 841 1.0425301
5762 42 583 0 158 0.9343143
5762 63 185 5 606 0.9264517
5763 21 251 0 2924 0.9742783
5763 134 2387 0 60 0.95624495
5763 207 13730 0 30 0.83501357
5763 226 7005 1 63 0.92726433
5763 227 7776 6 81 0.88151574
5763 420 9748 0 50 0.76944053
5764 37 134 0 1120 1.4161556
5765 30 1104 3 1186 1.4651741
5765 37 663 1 99 0.88488334
5765 37 1861 13 355 1.2878
5765 43 101 1 7235 1.6636782
5765 165 717 66 174 0.90202093
5765 165 11511 4 12 0.6427368
5766 15 211 29 1993 0.9243597
5766 136 1723 2 128 0.81909555
5766 136 4927 52 96 0.83793
5766 156 11223 3 56 0.848448
5766 186 3469 19 102 0.8363545
5768 13 4118 1 65 0.9705664
5768 22 897 7 673 0.9548488
5768 22 2803 1 113 0.99822235
5768 30 2484 5 766 1.5062926
5768 37 1040 5 127 0.8693272
5768 75 8795 12 69 0.889545
5769 140 7318 56 47 0.8118036
5770 43 101 1 7235 1.6636782
5770 119 49 294 642 0.99630487
5770 168 2731 1 639 1.6463255
5770 609 5770 0 57 0.94246715
5771 7 4443 4 197 0.97360355
5771 10 1189 4 165 1.2112732
5771 19 4443 4 197 0.97360355
5771 52 1595 2 217 1.219351
5771 169 3254 0 78 0.85224944
5771 184 3254 0 78 0.85224944
5772 1 4415 0 102 0.91297984
5772 10 2963 7 208 1.1774137
5772 10 4862 16 68 0.8656347
5773 37 1309 0 294 1.4291341
5774 17 35 0 1486 1.0222744
5774 172 769 51 170 0.9135664
5775 35 113 97 235 1.0821515
5775 35 1516 155 188 1.0333095
